seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch
2,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.6282918851858117,0.2887602076026676
10,beta,54,none,1.0,1.0,pca,none,,54,32.0,20,0.582691603906235,0.3162409974878755
3,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5623206967213115,0.3066084899586307
7,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5549774322968907,0.3009544344620489
1,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.587187472391554,0.3209053925719987
5,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.6040804932135948,0.3084804230248327
4,beta,54,none,1.0,1.0,pca,none,,54,32.0,20,0.592612130779001,0.3039639268682483
0,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5980129065235449,0.319642389457738
23,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5849068241570998,0.3162085186098261
6,beta,54,none,1.0,1.0,pca,none,,54,32.0,20,0.5664326125039487,0.3130942892672853
8,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5930431749476786,0.3068438907129183
28,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5636314011562579,0.3312005028541463
16,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5852263447804849,0.3111034659645996
43,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5807971676646492,0.3205697608232556
18,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.6186570967467936,0.2989537467449639
27,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.59774647441227,0.3049513334782722
26,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5785007072135786,0.3147049245205706
40,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5572223920062717,0.3197291575089406
46,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5878407903486272,0.3120315258920794
19,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.6171503431777404,0.2971988592975322
35,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5855712945171814,0.3098479749552142
39,beta,54,none,1.0,1.0,pca,none,,54,32.0,20,0.5430670173893737,0.3280387151892959
15,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.6019497298567066,0.3076620281174792
31,beta,54,none,1.0,1.0,pca,none,,54,32.0,10,0.5817847945358863,0.3000631181559187
42,beta,54,none,1.0,1.0,pca,none,,54,32.0,20,0.6085447850796446,0.2983037923704476
22,beta,54,none,1.0,1.0,pca,none,,54,32.0,10,0.5245657385211138,0.3318142911374424
47,beta,54,none,1.0,1.0,pca,none,,54,32.0,10,0.6127664030999633,0.296280642385416
38,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5615868693188092,0.3153761472821015
30,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5636479591836735,0.3020552123343217
11,beta,54,none,1.0,1.0,pca,none,,54,32.0,20,0.6218568813522974,0.3050772912359628
14,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.6045723159211491,0.3126707325888234
34,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5954769867813346,0.3018985284398893
12,beta,54,none,1.0,1.0,pca,none,,54,32.0,20,0.6176618103654168,0.3023420437313696
33,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5562625821251892,0.3351924752174345
48,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.604502005163984,0.3016981788153551
32,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5758045675166619,0.293317891932767
24,beta,54,none,1.0,1.0,pca,none,,54,32.0,20,0.557810713050879,0.328470525015832
17,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5781192491718807,0.3044040045734216
20,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5910870660103005,0.3053810222928195
36,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5846878386263232,0.3006976990025634
44,beta,54,none,1.0,1.0,pca,none,,54,32.0,20,0.6087255002917653,0.295202992838973
41,beta,54,none,1.0,1.0,pca,none,,54,32.0,10,0.5695258181029768,0.3017273427647417
37,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.6002168025746243,0.308774014226325
45,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5919154364862402,0.3161242605994866
9,beta,54,none,1.0,1.0,pca,none,,54,32.0,10,0.6005670358444499,0.302392335679425
29,beta,54,none,1.0,1.0,pca,none,,54,32.0,20,0.535569368183371,0.3297930281910812
49,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5860966643769955,0.3048981280881809
25,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5770982787259815,0.3281256471355051
21,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.6025592791073264,0.2996342823960383
13,beta,54,none,1.0,1.0,pca,none,,54,32.0,50,0.6279670096569377,0.29587010918407813
