seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version,knn_selection_version
1,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5630282415996702,0.4382792073302513,5,2,30,2,2.0
2,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5897157035712272,0.4293305561713074,11,2,30,2,2.0
3,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,20,0.5797998108448928,0.4224529193288333,2,2,30,2,2.0
7,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5618187897024407,0.4250672329287325,9,2,30,2,2.0
5,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.6041080162936634,0.4370755111762914,20,2,30,2,2.0
0,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.57772067280046,0.4425792973528937,14,2,30,2,2.0
6,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5819476752534389,0.4326136052863824,2,2,30,2,2.0
4,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5927764769854442,0.4334405336225713,12,2,30,2,2.0
9,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5915395775096424,0.4167591489040505,3,2,30,2,2.0
8,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5881094488799319,0.4267356395417062,4,2,30,2,2.0
36,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5664995794403146,0.4357790135886661,9,2,30,2,2.0
21,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,5,0.5822933489942741,0.413678657108721,2,2,30,2,2.0
22,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5627623086852296,0.4409951346327964,2,2,30,2,2.0
26,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5577345059962495,0.436974618711512,2,2,30,2,2.0
18,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.6204472097171495,0.4316725222854436,24,2,30,2,2.0
41,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,10,0.6338308555772918,0.4210286481141687,16,2,30,2,2.0
27,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5533648478513908,0.439581212344484,19,2,30,2,2.0
14,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5855432860285554,0.4241960045212237,9,2,30,2,2.0
30,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,20,0.6036628401360544,0.4245255353288155,11,2,30,2,2.0
39,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5522415019361249,0.4431154025158944,18,2,30,2,2.0
46,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,10,0.6013166144200628,0.4508079613452246,27,2,30,2,2.0
37,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5673944681585285,0.4310844601234759,6,2,30,2,2.0
49,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5873912091727745,0.435643514680307,14,2,30,2,2.0
42,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5958176578884176,0.4210824409339266,3,2,30,2,2.0
11,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5669504377197215,0.4279376030541986,4,2,30,2,2.0
29,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,20,0.5852156741849207,0.4244881338408804,2,2,30,2,2.0
23,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,20,0.5938890216729248,0.4455799337072737,28,2,30,2,2.0
15,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,20,0.5541623127830024,0.4276166780091897,4,2,30,2,2.0
38,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5873886251466938,0.4372278627328412,20,2,30,2,2.0
35,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5950407375962584,0.4283228444913031,7,2,30,2,2.0
10,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5929194676117651,0.425495436745906,4,2,30,2,2.0
43,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5213356840570051,0.4472375052995281,15,2,30,2,2.0
12,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5839184778281985,0.4316826536680593,8,2,30,2,2.0
34,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5858542677764645,0.4256597573068833,3,2,30,2,2.0
20,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5840319409920229,0.4156132933036358,2,2,30,2,2.0
19,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,20,0.6192791843476775,0.4064342557767947,3,2,30,2,2.0
24,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,20,0.5329147716694593,0.4522963872962199,10,2,30,2,2.0
17,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5543986515876468,0.4260807733689526,6,2,30,2,2.0
47,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.6073925223857151,0.4288828164180263,24,2,30,2,2.0
45,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5540459267359212,0.438702174810693,2,2,30,2,2.0
31,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.6122696226626358,0.4235947489401289,12,2,30,2,2.0
33,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5906615271773904,0.4325533232038605,4,2,30,2,2.0
13,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.583396250835904,0.4459647371225043,22,2,30,2,2.0
44,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5835886280163388,0.4167971545775315,4,2,30,2,2.0
25,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.571904717001661,0.4454611479967905,18,2,30,2,2.0
16,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5656782177482814,0.4384793321823629,11,2,30,2,2.0
28,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5611306656458136,0.4456863841491006,14,2,30,2,2.0
40,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5736700372491441,0.4292295443049278,11,2,30,2,2.0
48,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.6034994231720046,0.4302646748624105,12,2,30,2,2.0
32,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.57822687264561,0.4166905833373849,6,2,30,2,2.0
