seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch
2,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5808903497111921,0.4451753003431588
3,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.598329129886507,0.4583644007499438
1,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.594111670642283,0.4747304094871702
7,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.588268973587429,0.4400377919483086
5,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.6068878473805891,0.4655785403018874
0,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5725053510957766,0.4787774907030453
8,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.593519882179676,0.4559431572733748
10,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.6024230984070729,0.4560679693146332
39,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,10,0.5758212066817944,0.4755639887764015
35,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.6206413750986788,0.4549745433623768
27,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5495363881828476,0.4630288026493611
11,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,20,0.6192795815047142,0.4580311067753638
15,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5996249584862254,0.4542559617595545
22,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,20,0.5603651115618662,0.4816443010794758
30,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5751743197278911,0.4431342675190924
23,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5587235256474506,0.4770419257600304
31,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.6200828574627701,0.4283902091673254
43,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5603035873619935,0.4891126801947267
26,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5733889178391525,0.4805007706803682
19,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.6029675618716714,0.4262066911694405
42,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5700872488593612,0.4513183950333177
47,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,20,0.6444074985599832,0.4132447534898515
9,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,20,0.5950160999256926,0.4445988642218167
18,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.6115391149239786,0.4421201182811233
14,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.6431221153431395,0.4370614987796513
38,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5711040779859091,0.4614127989865181
36,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5726204278342313,0.464702504601367
34,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5986873538360952,0.4353206029659499
46,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.6144504607200532,0.4554143653973195
6,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5565068493150684,0.4811136058638563
21,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.6165004221112905,0.4336349536460424
4,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5830070080468772,0.4563370020753516
29,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,20,0.5959056482723568,0.4642662179175565
49,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5738494402886495,0.4525601714260935
48,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.6062805581497556,0.4208843998880389
37,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,20,0.5817548255451946,0.4632471055930102
41,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.6125387431691296,0.4160422195745445
25,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5656884008036964,0.4891457800600381
12,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,20,0.620491999044662,0.4521633005685979
45,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5587862219792237,0.4857865960927281
13,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,10,0.5903243666903955,0.4783211604866682
16,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,10,0.5546412186539575,0.4770721305825643
33,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,20,0.6153654083240999,0.4690462447875455
17,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5465001505671363,0.4538968516967366
20,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5737193546814836,0.4482806818770022
44,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,20,0.6200013730134211,0.4279346084485894
24,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5080620495225937,0.5117618455284609
32,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.5494535098522167,0.4311458634681196
28,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.55780757628927,0.4921043265168993
40,bernoulli,54,none,1.0,1.0,sae,none,,54,32.0,50,0.630329927317663,0.4333583605245349
