seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive
0,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.3037092448000332
1,beta,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5,0.3169859649931218
6,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.2961770813569124
3,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.3004660255042788
7,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.2833574466518756
2,beta,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5,0.277833197780634
10,beta,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5,0.2952462238034752
23,beta,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5,0.2725758874068255
43,beta,54,none,0.9,1.0,sae,none,,54,31.0,50,0.5,0.2810574773314645
5,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.3086364813083113
4,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.3001866222109044
11,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.2952363440797972
40,beta,54,none,0.9,1.0,sae,none,,54,29.0,5,0.5,0.2707616943588306
34,beta,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5,0.313855034830889
26,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.3085287122155519
28,beta,54,none,0.9,1.0,sae,none,,54,29.0,10,0.5,0.3060506746166579
12,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.299232234601185
39,beta,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5,0.293683591397342
19,beta,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5,0.3099202605912952
35,beta,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5,0.276038834119455
15,beta,54,none,0.9,1.0,sae,none,,54,31.0,5,0.5,0.2867629887599944
14,beta,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5,0.3219642501534376
47,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.3165776412558763
31,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.2992016072753457
27,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.3109878911347296
30,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.3143220592804187
46,beta,54,none,0.9,1.0,sae,none,,54,29.0,10,0.5,0.293351736870899
18,beta,54,none,0.9,1.0,sae,none,,54,29.0,10,0.5,0.3118271020332611
22,beta,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5,0.3299487159356019
42,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.2722090510476592
38,beta,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5,0.2877774672253928
48,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.3096216081064633
20,beta,54,none,0.9,1.0,sae,none,,54,30.0,10,0.5,0.2700456603171403
32,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.2810823020066982
8,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.2794633249325517
16,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.2966981034530682
36,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.3076609746861773
24,beta,54,none,0.9,1.0,sae,none,,54,29.0,10,0.5,0.2915059765306116
44,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.2808575673900685
21,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.2871820396800851
37,beta,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5,0.2907394276203132
25,beta,54,none,0.9,1.0,sae,none,,54,31.0,50,0.5,0.2505905656394616
45,beta,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5,0.3186833307255728
9,beta,54,none,0.9,1.0,sae,none,,54,30.0,20,0.5,0.3261171283576111
13,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.3084089232698139
33,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.2887399523502048
29,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.2936408788829837
41,beta,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5,0.3008586982000282
17,beta,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5,0.3200131739013163
49,beta,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5,0.29115290891935774
