seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_knn,rmse_knn
3,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.6658062447835772,0.2903002965721273
0,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7517306098571638,0.2827910088440185
2,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,2,0.7924062272785596,0.2228887749243167
6,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7250398300584174,0.2801187733158604
7,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7263552188552189,0.2680698248640023
1,beta,54,none,1.0,1.0,pca,none,,54,29.0,20,2,0.6689778310677841,0.3017340468643472
5,beta,54,none,1.0,1.0,pca,none,,54,29.0,20,2,0.6571964447401002,0.2876980514033428
20,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,2,0.7786540622378839,0.2385628552722759
23,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,2,0.7501718012928775,0.2535359837332154
4,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7082076474474992,0.2826370105764308
8,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7080345911949685,0.2745972832829796
48,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7058830942958687,0.2843055053306709
10,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7263577227975963,0.2781031916136859
30,beta,54,none,1.0,1.0,pca,none,,54,29.0,20,2,0.6745454153740089,0.2828436181035765
9,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,2,0.6955611998064829,0.285988507645964
11,beta,54,none,1.0,1.0,pca,none,,54,29.0,20,2,0.7097756036959392,0.2800247471380748
28,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.713067422115256,0.2975732096784131
42,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7700951403483048,0.2664294263541291
36,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.6917715062903774,0.2936226858037286
44,beta,54,none,1.0,1.0,pca,none,,54,29.0,20,2,0.6966972114180235,0.2732721782637755
16,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7077180350456126,0.2812179838607361
14,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7603062906410187,0.2683959491799268
35,beta,54,none,1.0,1.0,pca,none,,54,30.0,20,2,0.731581739140462,0.2508615163297688
27,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.725345511356808,0.2713227236732129
12,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7154796552778501,0.286823506668414
32,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7056575347530317,0.2715087577793051
24,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7007031448051342,0.2899594695444527
47,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.6963192022341279,0.2908827331041242
18,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7179830500737946,0.2751156265840632
40,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7017222313237221,0.2918017094631662
43,beta,54,none,1.0,1.0,pca,none,,54,31.0,50,2,0.7447678832447623,0.2496316849076586
15,beta,54,none,1.0,1.0,pca,none,,54,31.0,5,2,0.749026127391739,0.2474555830161691
19,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7348639287481444,0.2654341825731969
31,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7363517734137679,0.2750116947244988
39,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7120696864111498,0.2907383128734075
38,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,2,0.6888759068689866,0.2929675420100421
29,beta,54,none,1.0,1.0,pca,none,,54,29.0,5,2,0.6527982810920122,0.3093662491919062
46,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7503179048703806,0.2791744844328891
26,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7054631828978623,0.286763066704986
22,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7146902007248397,0.2922841656760813
34,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,2,0.7282284729660504,0.2852642560241616
33,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.6509606662818503,0.2976054691441525
17,beta,54,none,1.0,1.0,pca,none,,54,29.0,10,2,0.6976342317433729,0.2814061208382606
13,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7455454373960316,0.2709785936908281
45,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7001174302565434,0.2870793748609442
37,beta,54,none,1.0,1.0,pca,none,,54,30.0,20,2,0.7166673567120716,0.280282728194057
41,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,2,0.7142630793138122,0.2744768688508667
25,beta,54,none,1.0,1.0,pca,none,,54,31.0,20,2,0.7745426419155232,0.2554095004141055
21,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.6834107483819434,0.2726780836222501
49,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,2,0.7313478014314835,0.2736349074442119
