seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive
7,beta,54,none,0.5,1.0,sae,none,,54,29.0,10,0.5,0.2946929927690231
2,beta,54,none,0.5,1.0,sae,none,,54,30.0,10,0.5,0.2435713501517298
3,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.2885344295535164
6,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.2943801451798314
1,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.3312566698050628
11,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.2984046553468177
19,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.3076221526214504
23,beta,54,none,0.5,1.0,sae,none,,54,30.0,5,0.5,0.2857962311477837
43,beta,54,none,0.5,1.0,sae,none,,54,31.0,5,0.5,0.2512836433062314
4,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.3012814388054955
27,beta,54,none,0.5,1.0,sae,none,,54,29.0,20,0.5,0.2952718237459222
0,beta,54,none,0.5,1.0,sae,none,,54,29.0,20,0.5,0.3102597762895248
15,beta,54,none,0.5,1.0,sae,none,,54,31.0,20,0.5,0.234559622210508
39,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.3148400313581367
31,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.3253495019798694
47,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.3066395194647231
35,beta,54,none,0.5,1.0,sae,none,,54,30.0,5,0.5,0.2620299752010483
10,beta,54,none,0.5,1.0,sae,none,,54,29.0,20,0.5,0.3079719798374982
8,beta,54,none,0.5,1.0,sae,none,,54,29.0,10,0.5,0.2970742385273771
26,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.3073869721740445
14,beta,54,none,0.5,1.0,sae,none,,54,29.0,20,0.5,0.2723270073415291
34,beta,54,none,0.5,1.0,sae,none,,54,30.0,5,0.5,0.3118314744777382
16,beta,54,none,0.5,1.0,sae,none,,54,29.0,20,0.5,0.3066396045060398
30,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.2910609114056584
46,beta,54,none,0.5,1.0,sae,none,,54,29.0,20,0.5,0.2786619131255674
12,beta,54,none,0.5,1.0,sae,none,,54,29.0,5,0.5,0.3122041732566589
38,beta,54,none,0.5,1.0,sae,none,,54,30.0,10,0.5,0.3087787315189506
18,beta,54,none,0.5,1.0,sae,none,,54,29.0,20,0.5,0.3294031250073247
22,beta,54,none,0.5,1.0,sae,none,,54,29.0,20,0.5,0.2781845832608379
13,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.2892014581878657
42,beta,54,none,0.5,1.0,sae,none,,54,29.0,10,0.5,0.2982189351768522
36,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.3069150996181564
48,beta,54,none,0.5,1.0,sae,none,,54,29.0,20,0.5,0.3067295528652899
24,beta,54,none,0.5,1.0,sae,none,,54,29.0,5,0.5,0.2957529900255396
5,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.3032847784663521
28,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.2810577159132576
44,beta,54,none,0.5,1.0,sae,none,,54,29.0,5,0.5,0.3146697062639207
40,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.3087192714704906
20,beta,54,none,0.5,1.0,sae,none,,54,30.0,20,0.5,0.2518714949976884
9,beta,54,none,0.5,1.0,sae,none,,54,30.0,20,0.5,0.3120384622732688
32,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.3052170626376033
33,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.2763558510116587
49,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.2952727447473378
37,beta,54,none,0.5,1.0,sae,none,,54,30.0,5,0.5,0.2933541750796259
25,beta,54,none,0.5,1.0,sae,none,,54,31.0,20,0.5,0.2512815381416003
29,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.3069370926194234
21,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5,0.2866505700312492
41,beta,54,none,0.5,1.0,sae,none,,54,30.0,50,0.5,0.3001238587122217
17,beta,54,none,0.5,1.0,sae,none,,54,29.0,10,0.5,0.3144556602233666
45,beta,54,none,0.5,1.0,sae,none,,54,29.0,20,0.5,0.30765165105649767
