seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch
2,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,0.5837806338479962,0.2638896184347898
0,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5947691707697558,0.3204228048435261
3,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5514346199127786,0.3201212661045776
7,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5521675084175084,0.3023521717879865
1,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5849461524760304,0.3292795599823202
23,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,0.5574340457748529,0.296796035303513
5,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5866825581610214,0.3146409723496186
20,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,0.5545649731223921,0.2859148621066265
10,beta,54,none,1.0,1.0,pca,none,,54,29.0,20,0.585830616289477,0.3123256554641203
6,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5663191886659928,0.3145589117440114
30,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5524431230610134,0.3058322163651534
11,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6236586691513317,0.3030972182923694
43,beta,54,none,1.0,1.0,pca,none,,54,31.0,50,0.5639298380791588,0.2955977419652113
15,beta,54,none,1.0,1.0,pca,none,,54,31.0,10,0.5968259421258949,0.2783172071852532
35,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,0.5458885391081745,0.2924883400394426
27,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6002163201538276,0.3031119176656803
4,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.594228504122497,0.3118204237825165
47,beta,54,none,1.0,1.0,pca,none,,54,29.0,10,0.608961681828533,0.3138056421144062
14,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6178883877628647,0.3050534666990819
19,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6188174171202374,0.295153596299673
31,beta,54,none,1.0,1.0,pca,none,,54,29.0,10,0.5835686475848201,0.3046104382606219
42,beta,54,none,1.0,1.0,pca,none,,54,29.0,20,0.6053834123454376,0.2985641460425232
39,beta,54,none,1.0,1.0,pca,none,,54,29.0,20,0.5367200929152148,0.3306657762928064
18,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6173485689941116,0.3040143793926257
46,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.591349866987042,0.310445913061426
26,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5805310485239227,0.3188761863387353
8,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5910495283018868,0.3067165936682327
34,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,0.6108135798444558,0.3031010652708088
48,beta,54,none,1.0,1.0,pca,none,,54,29.0,20,0.592670077886724,0.3128804751689427
38,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,0.5524997877939054,0.3196230306531129
22,beta,54,none,1.0,1.0,pca,none,,54,29.0,10,0.5176418316141622,0.3382621772974896
28,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5656964500601684,0.3364837109391121
16,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5878418169494539,0.3137979493983476
36,beta,54,none,1.0,1.0,pca,none,,54,29.0,20,0.5974910417701985,0.3180988743777118
12,beta,54,none,1.0,1.0,pca,none,,54,29.0,20,0.6273739284056034,0.3151600396718541
29,beta,54,none,1.0,1.0,pca,none,,54,29.0,20,0.5224014155712842,0.3351246736675012
44,beta,54,none,1.0,1.0,pca,none,,54,29.0,20,0.6118355417847804,0.2936240560330498
24,beta,54,none,1.0,1.0,pca,none,,54,29.0,20,0.5564984189248688,0.3287679186531983
40,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5475559059633028,0.3291580197047595
32,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.567308581041112,0.295749803232658
33,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5675476210109673,0.3272630177728899
17,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5836772585544041,0.3062643548948751
9,beta,54,none,1.0,1.0,pca,none,,54,30.0,10,0.6432087566521528,0.2996724983573631
13,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6248092126699937,0.3004536392728862
25,beta,54,none,1.0,1.0,pca,none,,54,31.0,50,0.5660478880817864,0.3098491652261244
45,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5753246924602738,0.3234178924145791
37,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,0.6042865620557833,0.3064694625451008
21,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6019662875244145,0.3051273765322952
41,beta,54,none,1.0,1.0,pca,none,,54,30.0,20,0.5638502087205581,0.2976456227245179
49,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5834291231780772,0.305117242920792
