seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,beta,1,32,0.7,raw,32,0.58863437581259,0.4641967726891111
3,beta,1,32,0.7,raw,32,0.5997431506849316,0.4556813805367671
39,beta,1,32,0.7,raw,32,0.6462824260138837,0.4315962617610612
43,beta,1,32,0.7,raw,32,0.6848447712418301,0.4275861335170285
17,beta,1,32,0.7,raw,32,0.6549888300713904,0.4422566147563492
7,beta,1,32,0.7,raw,32,0.6592250481356103,0.4426979475112084
13,beta,1,32,0.7,raw,32,0.6919377990430622,0.4204216046164619
11,beta,1,32,0.7,raw,32,0.6702942314683429,0.4403510858808469
31,beta,1,32,0.7,raw,32,0.6620181029930119,0.4301237146258029
23,beta,1,32,0.7,raw,32,0.6813818304610524,0.4291596551742132
27,beta,1,32,0.7,raw,32,0.6914195374746022,0.4402652103486968
35,beta,1,32,0.7,raw,32,0.6530550587325374,0.4397946365878998
19,beta,1,32,0.7,raw,32,0.6516339474479009,0.434550098420539
15,beta,1,32,0.7,raw,32,0.6280785058562837,0.4483845968641822
47,beta,1,32,0.7,raw,32,0.6851571609318018,0.4427861781026774
6,beta,1,32,0.7,raw,32,0.6432836721153266,0.4419378775734058
49,beta,1,32,0.7,raw,32,0.6503079379562045,0.4403266363263934
2,beta,1,32,0.7,raw,32,0.6240494765949042,0.4514989616808775
26,beta,1,32,0.7,raw,32,0.5587874580585446,0.4615942753344684
34,beta,1,32,0.7,raw,32,0.5996904024767803,0.4519600197571942
18,beta,1,32,0.7,raw,32,0.569735648176154,0.4703666782540178
30,beta,1,32,0.7,raw,32,0.6944936769496072,0.4214248905153908
38,beta,1,32,0.7,raw,32,0.6686735027562365,0.4433876398294371
46,beta,1,32,0.7,raw,32,0.6946597706879363,0.4311937806899132
10,beta,1,32,0.7,raw,32,0.6463677463305878,0.4362140045235828
42,beta,1,32,0.7,raw,32,0.6761217453946691,0.4270976653446775
14,beta,1,32,0.7,raw,32,0.6339358420020416,0.4437617018325327
22,beta,1,32,0.7,raw,32,0.7495737262686416,0.4037397480480938
9,beta,1,32,0.7,raw,32,0.5953641505565672,0.4612656411307639
37,beta,1,32,0.7,raw,32,0.6100641440007956,0.4528021484413332
8,beta,1,32,0.7,raw,32,0.6988976592270004,0.4348158239292681
41,beta,1,32,0.7,raw,32,0.5612648221343873,0.4544048650022775
40,beta,1,32,0.7,raw,32,0.5925603864734299,0.4594790613293518
25,beta,1,32,0.7,raw,32,0.640701308188693,0.4311052514837472
21,beta,1,32,0.7,raw,32,0.6772735545713765,0.4349487714089471
20,beta,1,32,0.7,raw,32,0.5748453711093376,0.452609673507897
45,beta,1,32,0.7,raw,32,0.6161896745230079,0.4566456725116505
5,beta,1,32,0.7,raw,32,0.6656493958530157,0.4280988281492373
32,beta,1,32,0.7,raw,32,0.6876021045550643,0.4324909482405619
44,beta,1,32,0.7,raw,32,0.6561997703788748,0.4422318493604807
12,beta,1,32,0.7,raw,32,0.6245451283891139,0.4566126805901075
1,beta,1,32,0.7,raw,32,0.5989330862085354,0.4523624877474734
4,beta,1,32,0.7,raw,32,0.6551714331217438,0.4409301519558928
29,beta,1,32,0.7,raw,32,0.6516228281853282,0.4416069823400252
33,beta,1,32,0.7,raw,32,0.7424323694029851,0.4078286566036813
16,beta,1,32,0.7,raw,32,0.6060449166218397,0.4629868516012832
36,beta,1,32,0.7,raw,32,0.5720055509733841,0.4559086763972522
24,beta,1,32,0.7,raw,32,0.6161550788954635,0.443644595724032
28,beta,1,32,0.7,raw,32,0.6937791411042945,0.4255516413069295
48,beta,1,32,0.7,raw,32,0.6462219238281249,0.44014605674545987
