seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_2pl,rmse_2pl
0,beta,1,32,0.5,raw,32,0.572623828647925,0.5980044578494533
1,beta,1,32,0.5,raw,32,0.5644915456060967,0.6139658611635638
10,beta,1,32,0.5,raw,32,0.6142401960784314,0.6221445419602483
14,beta,1,32,0.5,raw,32,0.5555648535564853,0.5908802601059823
15,beta,1,32,0.5,raw,32,0.6224419519874066,0.5589192649087403
16,beta,1,32,0.5,raw,32,0.5896455177241139,0.5505635527965446
17,beta,1,32,0.5,raw,32,0.5820187648211155,0.5535878577848777
18,beta,1,32,0.5,raw,32,0.5987519425019425,0.6309973976154135
19,beta,1,32,0.5,raw,32,0.5409282700421941,0.6330251454184547
2,beta,1,32,0.5,raw,32,0.5564055487556099,0.5616492354417092
20,beta,1,32,0.5,raw,32,0.5514248366013073,0.5943690636435651
21,beta,1,32,0.5,raw,32,0.6020683020683021,0.5917209035120543
22,beta,1,32,0.5,raw,32,0.6110327767470625,0.6177445083198072
23,beta,1,32,0.5,raw,32,0.554244807420851,0.6039019338988992
25,beta,1,32,0.5,raw,32,0.5349617567234147,0.6676778327137061
27,beta,1,32,0.5,raw,32,0.5974899790036267,0.60768134165618
28,beta,1,32,0.5,raw,32,0.5853212774143902,0.4849164920125226
3,beta,1,32,0.5,raw,32,0.6271124708624708,0.6174432490212746
30,beta,1,32,0.5,raw,32,0.6045746634026928,0.582246702115263
32,beta,1,32,0.5,raw,32,0.6075764332788266,0.6556002488387185
33,beta,1,32,0.5,raw,32,0.5623506684967718,0.5916670099669342
34,beta,1,32,0.5,raw,32,0.6235445405658171,0.5554335506569656
35,beta,1,32,0.5,raw,32,0.577485380116959,0.6231330883683462
36,beta,1,32,0.5,raw,32,0.6634240284430399,0.5727258335528244
37,beta,1,32,0.5,raw,32,0.6246133186254526,0.6449124682714896
40,beta,1,32,0.5,raw,32,0.6356376403105375,0.650592761088409
41,beta,1,32,0.5,raw,32,0.5999241921728419,0.6095512819848837
42,beta,1,32,0.5,raw,32,0.561320502539428,0.5626449927909696
43,beta,1,32,0.5,raw,32,0.5942299709422997,0.5683352540655858
44,beta,1,32,0.5,raw,32,0.5944925444925444,0.6096221715983923
46,beta,1,32,0.5,raw,32,0.5958327420651814,0.6234918757079901
47,beta,1,32,0.5,raw,32,0.6160486100245136,0.6188026251714414
48,beta,1,32,0.5,raw,32,0.5841863225040795,0.5576493609711796
49,beta,1,32,0.5,raw,32,0.5557204700061843,0.5241064949198747
5,beta,1,32,0.5,raw,32,0.5182362422288741,0.6102723337249062
7,beta,1,32,0.5,raw,32,0.6059179869524698,0.6515386947564381
8,beta,1,32,0.5,raw,32,0.5877670716380394,0.657712555494059
9,beta,1,32,0.5,raw,32,0.5409250975540116,0.6001547653549332
