seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,beta,1,32,0.9,raw,32,0.5,0.4459674101798643
1,beta,1,32,0.9,raw,32,0.5,0.4458112934790922
10,beta,1,32,0.9,raw,32,0.5,0.4599798567134797
11,beta,1,32,0.9,raw,32,0.5,0.4490453302423287
12,beta,1,32,0.9,raw,32,0.5,0.4508248517983205
13,beta,1,32,0.9,raw,32,0.5,0.4469039987611815
14,beta,1,32,0.9,raw,32,0.5,0.4567814657901469
15,beta,1,32,0.9,raw,32,0.5,0.4557750097559662
16,beta,1,32,0.9,raw,32,0.5,0.4505683528410467
17,beta,1,32,0.9,raw,32,0.5,0.458404694405996
18,beta,1,32,0.9,raw,32,0.5,0.4590481490611537
19,beta,1,32,0.9,raw,32,0.5,0.4518430597247391
2,beta,1,32,0.9,raw,32,0.5,0.448457902849579
20,beta,1,32,0.9,raw,32,0.5,0.4544789376681958
21,beta,1,32,0.9,raw,32,0.5,0.4616626918474719
22,beta,1,32,0.9,raw,32,0.5,0.4479774574309032
23,beta,1,32,0.9,raw,32,0.5,0.4600366744680486
24,beta,1,32,0.9,raw,32,0.5,0.4555535023324462
25,beta,1,32,0.9,raw,32,0.5,0.4479950366841563
26,beta,1,32,0.9,raw,32,0.5,0.4440284922958006
27,beta,1,32,0.9,raw,32,0.5,0.4483389324095048
28,beta,1,32,0.9,raw,32,0.5,0.458899908207061
29,beta,1,32,0.9,raw,32,0.5,0.4505197675688675
3,beta,1,32,0.9,raw,32,0.5,0.4628996707338228
30,beta,1,32,0.9,raw,32,0.5,0.4553469571943185
31,beta,1,32,0.9,raw,32,0.5,0.4640010118689274
32,beta,1,32,0.9,raw,32,0.5,0.4492879067966784
33,beta,1,32,0.9,raw,32,0.5,0.4549513382356311
34,beta,1,32,0.9,raw,32,0.5,0.4442764410072721
35,beta,1,32,0.9,raw,32,0.5,0.4692908663465848
36,beta,1,32,0.9,raw,32,0.5,0.4475143440707468
37,beta,1,32,0.9,raw,32,0.5,0.4470384678929598
38,beta,1,32,0.9,raw,32,0.5,0.461532757988253
39,beta,1,32,0.9,raw,32,0.5,0.4616838813176189
4,beta,1,32,0.9,raw,32,0.5,0.4580044939453669
40,beta,1,32,0.9,raw,32,0.5,0.4580051609117091
41,beta,1,32,0.9,raw,32,0.5,0.4485832861274856
42,beta,1,32,0.9,raw,32,0.5,0.4480960582820287
43,beta,1,32,0.9,raw,32,0.5,0.439511155429566
44,beta,1,32,0.9,raw,32,0.5,0.4542473507732005
45,beta,1,32,0.9,raw,32,0.5,0.4626784019230132
46,beta,1,32,0.9,raw,32,0.5,0.4506996953697859
47,beta,1,32,0.9,raw,32,0.5,0.4477755708767598
48,beta,1,32,0.9,raw,32,0.5,0.4454211386957772
49,beta,1,32,0.9,raw,32,0.5,0.4601805662715342
5,beta,1,32,0.9,raw,32,0.5,0.4526861795440127
6,beta,1,32,0.9,raw,32,0.5,0.4562361884966039
7,beta,1,32,0.9,raw,32,0.5,0.4402042327824675
8,beta,1,32,0.9,raw,32,0.5,0.4524074825789961
9,beta,1,32,0.9,raw,32,0.5,0.4637750634517917
