seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,bernoulli,1,32,0.7,raw,32,0.5,0.4576411619919451
1,bernoulli,1,32,0.7,raw,32,0.5,0.4531072580218417
10,bernoulli,1,32,0.7,raw,32,0.5,0.4427339789498346
11,bernoulli,1,32,0.7,raw,32,0.5,0.473507154647324
12,bernoulli,1,32,0.7,raw,32,0.5,0.4476994571838428
13,bernoulli,1,32,0.7,raw,32,0.5,0.4609822558641447
14,bernoulli,1,32,0.7,raw,32,0.5,0.4495006837553227
15,bernoulli,1,32,0.7,raw,32,0.5,0.4477472668803434
16,bernoulli,1,32,0.7,raw,32,0.5,0.458561722970933
17,bernoulli,1,32,0.7,raw,32,0.5,0.4544687242930894
18,bernoulli,1,32,0.7,raw,32,0.5,0.4597809878936914
19,bernoulli,1,32,0.7,raw,32,0.5,0.4573622426059793
2,bernoulli,1,32,0.7,raw,32,0.5,0.4595156091118485
20,bernoulli,1,32,0.7,raw,32,0.5,0.4437763589095614
21,bernoulli,1,32,0.7,raw,32,0.5,0.4576946725341927
22,bernoulli,1,32,0.7,raw,32,0.5,0.4500805756168298
23,bernoulli,1,32,0.7,raw,32,0.5,0.4606724154629587
24,bernoulli,1,32,0.7,raw,32,0.5,0.4469621953392276
25,bernoulli,1,32,0.7,raw,32,0.5,0.436188041992769
26,bernoulli,1,32,0.7,raw,32,0.5,0.4489559233999809
27,bernoulli,1,32,0.7,raw,32,0.5,0.4706147455210263
28,bernoulli,1,32,0.7,raw,32,0.5,0.455567076785789
29,bernoulli,1,32,0.7,raw,32,0.5,0.4640702776786924
3,bernoulli,1,32,0.7,raw,32,0.5,0.4619428694212588
30,bernoulli,1,32,0.7,raw,32,0.5,0.4573339291408586
31,bernoulli,1,32,0.7,raw,32,0.5,0.445848844680239
32,bernoulli,1,32,0.7,raw,32,0.5,0.4547905729731807
33,bernoulli,1,32,0.7,raw,32,0.5,0.4556436749151479
34,bernoulli,1,32,0.7,raw,32,0.5,0.4550985405398751
35,bernoulli,1,32,0.7,raw,32,0.5,0.4611374696062582
36,bernoulli,1,32,0.7,raw,32,0.5,0.4429101726950676
37,bernoulli,1,32,0.7,raw,32,0.5,0.4555246511869716
38,bernoulli,1,32,0.7,raw,32,0.5,0.4703739012118159
39,bernoulli,1,32,0.7,raw,32,0.5,0.4479506963917969
4,bernoulli,1,32,0.7,raw,32,0.5,0.4642206391379874
40,bernoulli,1,32,0.7,raw,32,0.5,0.4691520714931702
41,bernoulli,1,32,0.7,raw,32,0.5,0.4466305350818251
42,bernoulli,1,32,0.7,raw,32,0.5,0.4519903512194923
43,bernoulli,1,32,0.7,raw,32,0.5,0.4617412316388739
44,bernoulli,1,32,0.7,raw,32,0.5,0.4532447196391962
45,bernoulli,1,32,0.7,raw,32,0.5,0.4611388106321585
46,bernoulli,1,32,0.7,raw,32,0.5,0.4616975175910198
47,bernoulli,1,32,0.7,raw,32,0.5,0.461611884799791
48,bernoulli,1,32,0.7,raw,32,0.5,0.4507313679246933
49,bernoulli,1,32,0.7,raw,32,0.5,0.452395312017424
5,bernoulli,1,32,0.7,raw,32,0.5,0.4545081338679189
6,bernoulli,1,32,0.7,raw,32,0.5,0.4527682346851053
7,bernoulli,1,32,0.7,raw,32,0.5,0.4614085845164797
8,bernoulli,1,32,0.7,raw,32,0.5,0.4622649781321064
9,bernoulli,1,32,0.7,raw,32,0.5,0.4676143558904972
