seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
42,bernoulli,54,none,1.0,0.05,pca,54,0.5402105734767025,0.4571718505037472
0,bernoulli,54,none,1.0,0.05,pca,54,0.5459496623518739,0.4749572640568802
4,bernoulli,54,none,1.0,0.05,pca,54,0.5518668970132762,0.4934521428569495
16,bernoulli,54,none,1.0,0.05,pca,54,0.5772957063711912,0.4938538816277272
20,bernoulli,54,none,1.0,0.05,pca,54,0.5839977484424156,0.4527557611557048
1,bernoulli,54,none,1.0,0.05,pca,54,0.5616144100785618,0.474300613753026
12,bernoulli,54,none,1.0,0.05,pca,54,0.5562241653418124,0.4733389818023521
8,bernoulli,54,none,1.0,0.05,pca,54,0.5632388585703877,0.471351351299273
24,bernoulli,54,none,1.0,0.05,pca,54,0.5563336920133907,0.5176675107533111
49,bernoulli,54,none,1.0,0.05,pca,54,0.6009431818181818,0.4620728814491183
28,bernoulli,54,none,1.0,0.05,pca,54,0.5999590808939251,0.4951466207389537
36,bernoulli,54,none,1.0,0.05,pca,54,0.553800032409658,0.4787294960860286
40,bernoulli,54,none,1.0,0.05,pca,54,0.53624947786132,0.4691107474412692
45,bernoulli,54,none,1.0,0.05,pca,54,0.5660393189533879,0.488674539487117
32,bernoulli,54,none,1.0,0.05,pca,54,0.5322032618544247,0.4719960512171859
19,bernoulli,54,none,1.0,0.05,pca,54,0.5757091948345212,0.4478611209346787
9,bernoulli,54,none,1.0,0.05,pca,54,0.5597550675675675,0.4582333040177109
15,bernoulli,54,none,1.0,0.05,pca,54,0.6321795258946097,0.4747505605924328
17,bernoulli,54,none,1.0,0.05,pca,54,0.5852149090131225,0.4782254175936445
14,bernoulli,54,none,1.0,0.05,pca,54,0.5746210567724331,0.4445514365977809
5,bernoulli,54,none,1.0,0.05,pca,54,0.5097193416001058,0.5017430797417091
2,bernoulli,54,none,1.0,0.05,pca,54,0.6081916476697062,0.4532899063214793
11,bernoulli,54,none,1.0,0.05,pca,54,0.5576074931779629,0.4722952291519474
21,bernoulli,54,none,1.0,0.05,pca,54,0.5554134697357204,0.4497117861352436
13,bernoulli,54,none,1.0,0.05,pca,54,0.5883401362420364,0.4647693253891004
25,bernoulli,54,none,1.0,0.05,pca,54,0.5504744780741184,0.4919600036682987
18,bernoulli,54,none,1.0,0.05,pca,54,0.5914413090339016,0.4537465338141091
7,bernoulli,54,none,1.0,0.05,pca,54,0.5722249712680372,0.4479290735019818
3,bernoulli,54,none,1.0,0.05,pca,54,0.5631804424099143,0.4816606361210738
22,bernoulli,54,none,1.0,0.05,pca,54,0.5882281700375439,0.481436119997735
27,bernoulli,54,none,1.0,0.05,pca,54,0.5560035043953434,0.4733744122864424
23,bernoulli,54,none,1.0,0.05,pca,54,0.5628997103444321,0.4762820841527457
33,bernoulli,54,none,1.0,0.05,pca,54,0.5578103388658368,0.4818338060892417
26,bernoulli,54,none,1.0,0.05,pca,54,0.5825746981147298,0.4660911332612302
41,bernoulli,54,none,1.0,0.05,pca,54,0.5911019463565157,0.448389498703535
38,bernoulli,54,none,1.0,0.05,pca,54,0.5324937425304982,0.5192493448303821
6,bernoulli,54,none,1.0,0.05,pca,54,0.6244310707708497,0.4804434575812801
47,bernoulli,54,none,1.0,0.05,pca,54,0.6304211426941725,0.4467135024187825
34,bernoulli,54,none,1.0,0.05,pca,54,0.5926458258474069,0.4733329374212078
35,bernoulli,54,none,1.0,0.05,pca,54,0.5692641653168845,0.4677114585001752
29,bernoulli,54,none,1.0,0.05,pca,54,0.5574145956959502,0.4922759718322925
39,bernoulli,54,none,1.0,0.05,pca,54,0.5814451419781317,0.4929846408900465
10,bernoulli,54,none,1.0,0.05,pca,54,0.5370098039215687,0.4843720774408586
37,bernoulli,54,none,1.0,0.05,pca,54,0.5847968412770596,0.4757468325438826
46,bernoulli,54,none,1.0,0.05,pca,54,0.5407916666666667,0.4727771068570229
44,bernoulli,54,none,1.0,0.05,pca,54,0.5942192192192192,0.4308806413259631
31,bernoulli,54,none,1.0,0.05,pca,54,0.6344323435919664,0.4460996396933603
43,bernoulli,54,none,1.0,0.05,pca,54,0.5570661931931533,0.489208972800312
48,bernoulli,54,none,1.0,0.05,pca,54,0.598583344121618,0.4399830822780867
30,bernoulli,54,none,1.0,0.05,pca,54,0.5442860500360642,0.4493290807158882
