seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch
2,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,1.0,0.2279579007846487
3,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.4787925696594428,0.251698772175158
5,beta,54,none,1.0,1.0,raw,none,,54,3.0,20,0.5619402985074626,0.4861820415185998
1,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5057971014492754,0.2861693297118587
0,beta,54,none,1.0,1.0,raw,none,,54,3.0,50,0.5802684563758389,0.3214340462577893
6,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5,1.013272113198393e-06
30,beta,54,none,1.0,1.0,raw,none,,54,3.0,5,0.5034965034965035,0.3841740082717123
9,beta,54,none,1.0,1.0,raw,none,,54,3.0,50,0.5881505082688514,0.3003299101150368
4,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.4912801484230056,0.33856416285182
10,beta,54,none,1.0,1.0,raw,none,,54,4.0,10,0.4470588235294117,0.2790383162490765
12,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5411184210526315,0.2524120822897182
7,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.7380952380952381,0.550353675614583
38,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.453988745448527,0.2636509922376424
26,beta,54,none,1.0,1.0,raw,none,,54,4.0,20,0.5034782608695652,0.2774145949237553
34,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.431578947368421,0.2873218813898284
46,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5427700960862433,0.2665932762339429
42,beta,54,none,1.0,1.0,raw,none,,54,4.0,10,0.7045454545454545,0.2968395739047859
24,beta,54,none,1.0,1.0,raw,none,,54,3.0,20,0.394580304031725,0.3708351639727437
19,beta,54,none,1.0,1.0,raw,none,,54,3.0,50,0.5931372549019608,0.4798998372058787
23,beta,54,none,1.0,1.0,raw,none,,54,3.0,20,0.382258064516129,0.3613491155352548
22,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5555694305694305,0.2801112327001256
47,beta,54,none,1.0,1.0,raw,none,,54,4.0,20,0.48559670781893,0.3106957324757368
11,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.6794305351006381,0.2346698019564901
18,beta,54,none,1.0,1.0,raw,none,,54,3.0,20,0.6117002474372569,0.2483025232159589
39,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.4842738205365402,0.2946717673316215
29,beta,54,none,1.0,1.0,raw,none,,54,3.0,20,0.5782975958414555,0.2965655847636215
16,beta,54,none,1.0,1.0,raw,none,,54,4.0,5,0.5697791164658634,0.2807335482852857
14,beta,54,none,1.0,1.0,raw,none,,54,4.0,20,0.62,0.2279523934607456
8,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5682643427741467,0.3279343459870266
15,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.7792207792207791,0.4545419997658352
31,beta,54,none,1.0,1.0,raw,none,,54,3.0,50,0.4342857142857143,0.2915369778631754
48,beta,54,none,1.0,1.0,raw,none,,54,4.0,20,0.78125,0.3335834349705883
13,beta,54,none,1.0,1.0,raw,none,,54,3.0,5,0.7132146204311153,0.3765806225416506
27,beta,54,none,1.0,1.0,raw,none,,54,3.0,20,0.5442914754554303,0.2667292753622265
36,beta,54,none,1.0,1.0,raw,none,,54,4.0,10,0.8333333333333334,0.3778276133137268
44,beta,54,none,1.0,1.0,raw,none,,54,4.0,10,0.4444444444444444,0.4321956259735184
35,beta,54,none,1.0,1.0,raw,none,,54,4.0,10,0.6105839008596627,0.2884571980645013
20,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5565789473684211,0.2285695868137463
49,beta,54,none,1.0,1.0,raw,none,,54,4.0,20,0.4402942840973401,0.2646385697780899
37,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5442213781877373,0.2507215607100566
45,beta,54,none,1.0,1.0,raw,none,,54,4.0,20,0.5555555555555556,0.3206353072876201
41,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.4044444444444444,0.1759877105043876
40,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5091911764705883,0.2399608326284038
25,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.4958183990442055,0.3095053715986956
28,beta,54,none,1.0,1.0,raw,none,,54,3.0,20,0.4962087421944692,0.3312001316752149
32,beta,54,none,1.0,1.0,raw,none,,54,3.0,20,0.5725694444444445,0.4693290154323264
43,beta,54,none,1.0,1.0,raw,none,,54,3.0,20,0.5684068406840684,0.4118706251152289
17,beta,54,none,1.0,1.0,raw,none,,54,3.0,20,0.4925287356321839,0.3291137874155169
33,beta,54,none,1.0,1.0,raw,none,,54,4.0,20,0.5647527910685806,0.2562443116184709
21,beta,54,none,1.0,1.0,raw,none,,54,4.0,50,0.7272727272727273,0.47706361907583844
