seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl
1,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,50,0.414975845410628,0.4511421821368393
2,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,5,0.5,0.2132007195325486
7,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,20,0.4761904761904761,0.4897775383207885
11,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,20,0.4742268041237113,0.4694027964594011
10,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,50,0.5,0.3811812581171883
5,bernoulli,54,none,1.0,1.0,pca,none,,54,3.0,10,0.5869402985074628,0.4802197221934927
0,bernoulli,54,none,1.0,1.0,pca,none,,54,3.0,20,0.5676510067114093,0.4750241323665213
3,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,50,0.5,0.3895968639689642
4,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,50,0.5940630797773654,0.5590057720831465
8,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,50,0.4923747276688452,0.5436688581849738
6,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,20,0.5,0.0027261219468182
19,bernoulli,54,none,1.0,1.0,pca,none,,54,3.0,20,0.5528711484593838,0.4787574157190306
23,bernoulli,54,none,1.0,1.0,pca,none,,54,3.0,50,0.360483870967742,0.5310835577583567
27,bernoulli,54,none,1.0,1.0,pca,none,,54,3.0,50,0.5115422055346961,0.4879926820640158
26,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,50,0.3643478260869565,0.4622383189295995
30,bernoulli,54,none,1.0,1.0,pca,none,,54,3.0,10,0.499125874125874,0.4705224066181523
12,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,5,0.525219298245614,0.4064571696013361
24,bernoulli,54,none,1.0,1.0,pca,none,,54,3.0,20,0.3886318572372769,0.5119231594751761
32,bernoulli,54,none,1.0,1.0,pca,none,,54,3.0,20,0.6541666666666667,0.4719492455992239
28,bernoulli,54,none,1.0,1.0,pca,none,,54,3.0,50,0.4813782337198929,0.5266897313835848
40,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,20,0.4846813725490196,0.3878597804288194
20,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,50,0.4973684210526315,0.3796252282022312
43,bernoulli,54,none,1.0,1.0,pca,none,,54,3.0,10,0.4108910891089109,0.5138958054870374
47,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,10,0.5,0.4803844626083091
29,bernoulli,54,none,1.0,1.0,pca,none,,54,3.0,20,0.624106562703054,0.4332342117754473
41,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,20,0.6844444444444444,0.2873398510998743
13,bernoulli,54,none,1.0,1.0,pca,none,,54,3.0,10,0.4882849109653234,0.4804881952584263
45,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,50,0.5,0.3161476986226207
49,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,10,0.5772495755517826,0.411872777773661
39,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,10,0.5,0.4433747847647691
37,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,50,0.5908844275637547,0.4046989873780122
36,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,5,0.4166666666666667,0.3720127772103234
48,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,50,0.375,0.3333333345750968
42,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,5,0.5227272727272727,0.6770032077231546
16,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,5,0.5,0.4736022152800154
18,bernoulli,54,none,1.0,1.0,pca,none,,54,3.0,50,0.5744962884411453,0.4123431080780294
35,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,50,0.5,0.48860899035013
15,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,20,0.5,0.4913036797341633
9,bernoulli,54,none,1.0,1.0,pca,none,,54,3.0,10,0.5571233500227583,0.4528358786729852
25,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,50,0.5,0.4743416427423756
31,bernoulli,54,none,1.0,1.0,pca,none,,54,3.0,50,0.4528571428571428,0.4546838779895101
34,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,10,0.5,0.4254814632448241
14,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,50,0.5,0.3931785470916159
22,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,10,0.5,0.5024213277143209
38,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,10,0.5,0.4391963123573639
17,bernoulli,54,none,1.0,1.0,pca,none,,54,3.0,10,0.4576149425287356,0.4716050936079256
21,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,50,0.5292207792207791,0.5872202247648614
46,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,50,0.5,0.4616991958737574
44,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,10,0.5,0.4082482965472365
33,bernoulli,54,none,1.0,1.0,pca,none,,54,4.0,5,0.5,0.43265703762612334
