seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,beta,1,16,1.0,raw,16,0.6967952551834131,0.4290151537717454
35,beta,1,16,1.0,raw,16,0.7121740205166234,0.4111261253991038
19,beta,1,16,1.0,raw,16,0.6842130844755516,0.4132689843764381
3,beta,1,16,1.0,raw,16,0.627755280195931,0.4451932078076878
27,beta,1,16,1.0,raw,16,0.6019796176046176,0.4522734895471463
7,beta,1,16,1.0,raw,16,0.5889593661903374,0.4567591354310505
38,beta,1,16,1.0,raw,16,0.6387530254134731,0.4426862337168908
43,beta,1,16,1.0,raw,16,0.6476002629848784,0.4478416897616752
46,beta,1,16,1.0,raw,16,0.6468426036682615,0.4401147227930551
39,beta,1,16,1.0,raw,16,0.6978677351017777,0.4212887540700293
31,beta,1,16,1.0,raw,16,0.6170847300890071,0.4619158529041263
23,beta,1,16,1.0,raw,16,0.6064619141542218,0.4573477928574618
47,beta,1,16,1.0,raw,16,0.6512784090909091,0.4526107599577852
15,beta,1,16,1.0,raw,16,0.6749626801752197,0.4278639157414428
26,beta,1,16,1.0,raw,16,0.6862818590704648,0.4297600944924605
11,beta,1,16,1.0,raw,16,0.7228443449048153,0.4149786153419706
34,beta,1,16,1.0,raw,16,0.6526952946550937,0.4349269132491909
42,beta,1,16,1.0,raw,16,0.6907749077490775,0.4277462021398802
30,beta,1,16,1.0,raw,16,0.6265432098765432,0.4594699158216878
14,beta,1,16,1.0,raw,16,0.7011176215277777,0.4302274259467054
2,beta,1,16,1.0,raw,16,0.6031035585175714,0.4589949586337948
18,beta,1,16,1.0,raw,16,0.6634024577572964,0.4348823712791371
22,beta,1,16,1.0,raw,16,0.6989802996670367,0.4083424198184144
6,beta,1,16,1.0,raw,16,0.6765283943766185,0.4373761921495978
10,beta,1,16,1.0,raw,16,0.6705036636386751,0.4308981572782165
12,beta,1,16,1.0,raw,16,0.6844360049093392,0.4203131516178568
32,beta,1,16,1.0,raw,16,0.6020258610500437,0.4507988382541136
44,beta,1,16,1.0,raw,16,0.63628663003663,0.4401413508701104
24,beta,1,16,1.0,raw,16,0.6603704749799933,0.4377592034203008
8,beta,1,16,1.0,raw,16,0.6791491351098644,0.4352706409546977
36,beta,1,16,1.0,raw,16,0.6235794120409505,0.4492003395620236
28,beta,1,16,1.0,raw,16,0.7146157273857267,0.4116558091987967
16,beta,1,16,1.0,raw,16,0.66999370886566,0.4265327296505599
40,beta,1,16,1.0,raw,16,0.6390312063344201,0.4431265669285197
4,beta,1,16,1.0,raw,16,0.5710101762223877,0.4603660565029856
20,beta,1,16,1.0,raw,16,0.652838372564935,0.436571071679868
48,beta,1,16,1.0,raw,16,0.5808474144125351,0.4675765449414369
1,beta,1,16,1.0,raw,16,0.6123376623376624,0.4631120337345563
21,beta,1,16,1.0,raw,16,0.6749571988086025,0.431199811005197
9,beta,1,16,1.0,raw,16,0.5756240822320118,0.4758081093458671
33,beta,1,16,1.0,raw,16,0.6615661982248521,0.4259117346490305
25,beta,1,16,1.0,raw,16,0.5977334610730133,0.4537322809106733
13,beta,1,16,1.0,raw,16,0.6843255813953488,0.4285960293277066
45,beta,1,16,1.0,raw,16,0.627560122743167,0.4474082952443183
17,beta,1,16,1.0,raw,16,0.597105647294955,0.4578146130509809
5,beta,1,16,1.0,raw,16,0.615973218555715,0.441803947142535
49,beta,1,16,1.0,raw,16,0.6362561713371809,0.4484593980872181
29,beta,1,16,1.0,raw,16,0.6422942308138053,0.4410449549582887
41,beta,1,16,1.0,raw,16,0.6635244232565939,0.4384638693146843
37,beta,1,16,1.0,raw,16,0.7221822068356607,0.416431970857604
