seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
42,beta,1,4,0.1,raw,4,0.5,0.4080793384695066
0,beta,1,4,0.1,raw,4,0.5,0.4099205611483975
43,beta,1,4,0.1,raw,4,0.5,0.4552068896528988
9,beta,1,4,0.1,raw,4,0.5,0.493174093918706
35,beta,1,4,0.1,raw,4,0.5,0.4607385432288018
7,beta,1,4,0.1,raw,4,0.5,0.5010554677234956
2,beta,1,4,0.1,raw,4,0.5,0.377190589228434
21,beta,1,4,0.1,raw,4,0.5,0.4399380530294136
18,beta,1,4,0.1,raw,4,0.5,0.4907392660338092
29,beta,1,4,0.1,raw,4,0.5,0.4385810506658473
46,beta,1,4,0.1,raw,4,0.5,0.5070443432356115
1,beta,1,4,0.1,raw,4,0.5,0.390183523566927
33,beta,1,4,0.1,raw,4,0.5,0.4197344161941275
13,beta,1,4,0.1,raw,4,0.5,0.4901180509275537
10,beta,1,4,0.1,raw,4,0.5,0.482396793099557
17,beta,1,4,0.1,raw,4,0.5,0.5218566537247747
25,beta,1,4,0.1,raw,4,0.5,0.4490571436234057
5,beta,1,4,0.1,raw,4,0.5,0.4493322809470688
41,beta,1,4,0.1,raw,4,0.5,0.4817765433170695
19,beta,1,4,0.1,raw,4,0.5,0.4594269424707536
15,beta,1,4,0.1,raw,4,0.5,0.3581619521911072
32,beta,1,4,0.1,raw,4,0.5,0.426535262471382
14,beta,1,4,0.1,raw,4,0.5,0.4983108419373765
39,beta,1,4,0.1,raw,4,0.5,0.3794661642076173
26,beta,1,4,0.1,raw,4,0.5,0.4913790436022508
37,beta,1,4,0.1,raw,4,0.5,0.4913735395500548
34,beta,1,4,0.1,raw,4,0.5,0.4296734720887993
38,beta,1,4,0.1,raw,4,0.5,0.3270431349080611
8,beta,1,4,0.1,raw,4,0.5,0.4729823414185861
30,beta,1,4,0.1,raw,4,0.5,0.4410101539671163
44,beta,1,4,0.1,raw,4,0.5,0.429843059471294
22,beta,1,4,0.1,raw,4,0.5,0.4801758129033747
31,beta,1,4,0.1,raw,4,0.5,0.4208522160545959
16,beta,1,4,0.1,raw,4,0.5,0.4736829278918797
47,beta,1,4,0.1,raw,4,0.5,0.5069713374919943
11,beta,1,4,0.1,raw,4,0.5,0.4857396774932714
6,beta,1,4,0.1,raw,4,0.5,0.4443124282821831
20,beta,1,4,0.1,raw,4,0.5,0.475091979256534
12,beta,1,4,0.1,raw,4,0.5,0.5024937786836909
48,beta,1,4,0.1,raw,4,0.5,0.4441751210044481
45,beta,1,4,0.1,raw,4,0.5,0.3497480405162267
27,beta,1,4,0.1,raw,4,0.5,0.5129780307735459
23,beta,1,4,0.1,raw,4,0.5,0.4060876962255281
3,beta,1,4,0.1,raw,4,0.5,0.4137007014359246
36,beta,1,4,0.1,raw,4,0.5,0.4632892743038109
24,beta,1,4,0.1,raw,4,0.5,0.5115054319285329
28,beta,1,4,0.1,raw,4,0.5,0.4597982455003175
40,beta,1,4,0.1,raw,4,0.5,0.4086139564550519
49,beta,1,4,0.1,raw,4,0.5,0.4657835076145253
4,beta,1,4,0.1,raw,4,0.5,0.45189204681131656
