seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl
2,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.5107191736880373,0.4441681765261688
5,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5689409058151782,0.4728894879881889
7,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5559132996632996,0.4477105572099276
0,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5453228846747591,0.4807142080402291
4,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5784950252329378,0.4691732562021894
11,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.5507415171985401,0.4599996335867791
14,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5843023782354326,0.4340566449632124
26,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5525704105870377,0.480791324786383
10,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5783247826364916,0.4548583912302999
39,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.5224367015098722,0.4744546426101501
1,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.578027864301633,0.4863714329077219
33,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.5638533850086583,0.4636571790235045
6,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.535600791461806,0.4825735741688349
42,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,10,0.5635721616734275,0.453430960389189
38,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.5405313640607758,0.4588801326469854
46,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5953987658269817,0.4490965967367499
30,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.568752154429507,0.4520086315362617
34,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.6069075117589531,0.4366604720045117
31,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5887134728105078,0.4259800403143417
18,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6157154522262627,0.4458598738046426
22,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.5512963479230555,0.4928999240667385
9,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,20,0.6175919206579584,0.4434893245401334
3,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.540131218943284,0.4705747690535542
15,bernoulli,54,none,1.0,1.0,sae,none,,54,31.0,50,0.5244311663773166,0.4510870189052237
19,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6027857496288966,0.4253928486579385
27,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5439009734406922,0.4568313422263472
35,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.5533319495854522,0.462123041281394
47,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6081136960195607,0.4306435439569807
23,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.5249665133073205,0.4849444549008718
43,bernoulli,54,none,1.0,1.0,sae,none,,54,31.0,10,0.4966516718978392,0.4894195411162965
45,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5471898103963161,0.4910597217700191
49,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5787928946924762,0.4577164363650251
21,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5544203172102133,0.4393243049851396
29,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.5606875631951466,0.4566394071668794
41,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.6167829610896128,0.4047701364636511
37,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,20,0.5707296540112339,0.465495158019733
25,bernoulli,54,none,1.0,1.0,sae,none,,54,31.0,50,0.5122881355932203,0.4841784262938883
13,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,10,0.5610862444478742,0.4751426620572704
17,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5387533930030979,0.4607089817812717
16,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5444348144938165,0.4705310206154609
36,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5610042371773076,0.4796330076199888
28,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5225840687257655,0.5036511329863843
24,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,5,0.504503062082216,0.5150876279463764
12,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.5749238417720801,0.4548562945854259
44,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6180851297602566,0.4198538081870593
48,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6109854308975877,0.4347494891823416
40,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5952756389252949,0.4427298559305213
20,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.5187932244161572,0.4483988868225276
32,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.559449866903283,0.4373973828268832
8,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5539937106918239,0.462207048014357
